Heartbeat,Hours_Worked,Weather,Location,Recommendation
69,10,Cloudy,Rural,Meditation
103,8,Sunny,Rural,Meditation
50,5,Sunny,Rural,Meditation
85,10,Cloudy,Suburban,Meditation
106,7,Sunny,Rural,Meditation
102,4,Rainy,Rural,Walk
94,4,Snowy,Suburban,Meditation
63,5,Sunny,Suburban,Meditation
60,11,Sunny,Suburban,Meditation
105,8,Rainy,Suburban,Walk
87,4,Sunny,Rural,Meditation
58,13,Sunny,Rural,Meditation
88,8,Sunny,Urban,Public Interaction
59,5,Cloudy,Rural,Meditation
61,6,Cloudy,Urban,Public Interaction
90,7,Rainy,Rural,Walk
106,8,Sunny,Suburban,Meditation
106,10,Cloudy,Rural,Meditation
80,5,Rainy,Urban,Public Interaction
64,11,Sunny,Urban,Public Interaction
81,5,Sunny,Urban,Public Interaction
56,9,Sunny,Rural,Meditation
80,5,Rainy,Rural,Walk
60,4,Rainy,Urban,Public Interaction
64,13,Sunny,Urban,Public Interaction
74,5,Sunny,Urban,Public Interaction
72,13,Rainy,Rural,Walk
63,5,Rainy,Urban,Public Interaction
57,10,Sunny,Urban,Public Interaction
71,12,Cloudy,Rural,Meditation
63,5,Snowy,Suburban,Meditation
88,7,Cloudy,Suburban,Meditation
84,9,Cloudy,Urban,Public Interaction
53,4,Snowy,Suburban,Meditation
61,11,Sunny,Suburban,Meditation
100,6,Rainy,Urban,Public Interaction
73,11,Rainy,Rural,Walk
78,10,Rainy,Suburban,Walk
105,12,Rainy,Suburban,Walk
53,6,Sunny,Rural,Meditation
103,10,Cloudy,Urban,Public Interaction
91,12,Rainy,Rural,Walk
87,7,Cloudy,Suburban,Meditation
61,9,Sunny,Rural,Meditation
73,12,Sunny,Suburban,Meditation
72,6,Snowy,Suburban,Meditation
73,4,Sunny,Rural,Meditation
61,9,Cloudy,Suburban,Meditation
78,7,Snowy,Urban,Public Interaction
75,4,Sunny,Rural,Meditation
108,11,Sunny,Rural,Reflection
69,13,Snowy,Urban,Public Interaction
77,9,Sunny,Urban,Public Interaction
69,7,Cloudy,Rural,Meditation
80,10,Snowy,Suburban,Meditation
65,8,Sunny,Urban,Public Interaction
72,5,Rainy,Rural,Walk
106,12,Sunny,Urban,Public Interaction
52,7,Sunny,Urban,Public Interaction
92,13,Sunny,Rural,Reflection
57,12,Sunny,Rural,Meditation
53,9,Sunny,Rural,Meditation
86,5,Sunny,Suburban,Meditation
55,5,Snowy,Urban,Public Interaction
81,6,Cloudy,Suburban,Meditation
97,6,Sunny,Suburban,Meditation
65,10,Rainy,Urban,Public Interaction
106,13,Sunny,Urban,Public Interaction
103,10,Sunny,Suburban,Meditation
84,12,Cloudy,Urban,Public Interaction
95,4,Cloudy,Urban,Public Interaction
107,11,Cloudy,Suburban,Reflection
91,5,Rainy,Rural,Walk
57,8,Sunny,Rural,Meditation
55,5,Sunny,Rural,Meditation
60,8,Sunny,Suburban,Meditation
99,12,Rainy,Suburban,Walk
106,10,Sunny,Urban,Public Interaction
106,4,Snowy,Suburban,Meditation
97,5,Cloudy,Rural,Meditation
90,12,Sunny,Suburban,Meditation
93,12,Sunny,Suburban,Reflection
93,11,Sunny,Rural,Reflection
91,8,Sunny,Rural,Meditation
83,10,Sunny,Suburban,Meditation
80,10,Cloudy,Rural,Meditation
87,6,Sunny,Urban,Public Interaction
79,8,Sunny,Urban,Public Interaction
84,7,Snowy,Urban,Public Interaction
74,13,Rainy,Urban,Public Interaction
102,9,Sunny,Rural,Meditation
83,5,Rainy,Rural,Walk
62,11,Rainy,Rural,Walk
98,5,Rainy,Urban,Public Interaction
96,11,Rainy,Suburban,Walk
51,8,Sunny,Urban,Public Interaction
70,7,Cloudy,Rural,Meditation
105,7,Rainy,Urban,Public Interaction
68,8,Sunny,Rural,Meditation
78,6,Sunny,Urban,Public Interaction
93,8,Cloudy,Urban,Public Interaction
53,11,Sunny,Urban,Public Interaction
99,13,Cloudy,Rural,Reflection
64,5,Sunny,Rural,Meditation
98,11,Sunny,Suburban,Reflection
81,11,Sunny,Suburban,Meditation
75,13,Rainy,Suburban,Walk
103,9,Sunny,Suburban,Meditation
76,9,Sunny,Suburban,Meditation
92,8,Sunny,Urban,Public Interaction
101,11,Sunny,Rural,Reflection
74,7,Cloudy,Urban,Public Interaction
67,7,Rainy,Rural,Walk
50,6,Cloudy,Rural,Meditation
98,6,Sunny,Urban,Public Interaction
59,4,Sunny,Suburban,Meditation
68,5,Sunny,Rural,Meditation
57,12,Cloudy,Suburban,Meditation
66,6,Sunny,Rural,Meditation
95,13,Cloudy,Urban,Public Interaction
74,9,Sunny,Rural,Meditation
51,11,Sunny,Urban,Public Interaction
57,12,Sunny,Rural,Meditation
74,5,Sunny,Rural,Meditation
58,4,Sunny,Suburban,Meditation
90,5,Rainy,Suburban,Walk
92,8,Sunny,Rural,Meditation
73,8,Rainy,Suburban,Walk
69,4,Sunny,Suburban,Meditation
109,7,Rainy,Rural,Walk
103,13,Sunny,Urban,Public Interaction
74,12,Rainy,Rural,Walk
74,4,Rainy,Suburban,Walk
60,10,Sunny,Rural,Meditation
88,7,Sunny,Rural,Meditation
78,4,Sunny,Rural,Meditation
104,7,Sunny,Suburban,Meditation
67,7,Cloudy,Rural,Meditation
59,7,Sunny,Suburban,Meditation
84,5,Rainy,Rural,Walk
62,10,Sunny,Rural,Meditation
104,8,Sunny,Suburban,Meditation
91,12,Sunny,Suburban,Reflection
96,6,Sunny,Urban,Public Interaction
98,9,Cloudy,Urban,Public Interaction
60,12,Sunny,Urban,Public Interaction
88,10,Snowy,Suburban,Meditation
106,12,Cloudy,Suburban,Reflection
63,7,Cloudy,Rural,Meditation
73,11,Cloudy,Urban,Public Interaction
57,9,Sunny,Rural,Meditation
91,5,Cloudy,Urban,Public Interaction
53,8,Rainy,Suburban,Walk
84,6,Snowy,Urban,Public Interaction
66,9,Rainy,Urban,Public Interaction
71,9,Cloudy,Suburban,Meditation
97,6,Sunny,Suburban,Meditation
88,6,Sunny,Urban,Public Interaction
105,7,Rainy,Rural,Walk
109,7,Sunny,Urban,Public Interaction
90,6,Rainy,Suburban,Walk
81,4,Cloudy,Urban,Public Interaction
77,13,Sunny,Urban,Public Interaction
61,13,Snowy,Suburban,Meditation
100,6,Sunny,Suburban,Meditation
56,10,Sunny,Suburban,Meditation
75,13,Cloudy,Rural,Meditation
68,9,Cloudy,Urban,Public Interaction
51,8,Sunny,Rural,Meditation
79,10,Cloudy,Suburban,Meditation
90,13,Sunny,Suburban,Meditation
62,12,Sunny,Urban,Public Interaction
73,8,Sunny,Urban,Public Interaction
109,13,Rainy,Suburban,Walk
102,4,Sunny,Rural,Meditation
70,7,Sunny,Urban,Public Interaction
85,7,Snowy,Rural,Meditation
94,5,Sunny,Suburban,Meditation
93,9,Cloudy,Suburban,Meditation
84,10,Cloudy,Urban,Public Interaction
108,11,Sunny,Rural,Reflection
103,9,Snowy,Suburban,Meditation
99,10,Cloudy,Suburban,Meditation
72,9,Cloudy,Suburban,Meditation
63,12,Sunny,Urban,Public Interaction
64,7,Rainy,Rural,Walk
71,13,Rainy,Urban,Public Interaction
97,8,Cloudy,Rural,Meditation
68,10,Cloudy,Rural,Meditation
98,8,Cloudy,Urban,Public Interaction
53,7,Sunny,Suburban,Meditation
95,13,Sunny,Rural,Reflection
101,11,Sunny,Suburban,Reflection
58,9,Sunny,Urban,Public Interaction
75,7,Rainy,Rural,Walk
103,13,Snowy,Suburban,Reflection
97,7,Sunny,Suburban,Meditation
97,8,Snowy,Urban,Public Interaction
92,8,Sunny,Suburban,Meditation
84,10,Sunny,Rural,Meditation
106,5,Sunny,Suburban,Meditation
95,10,Snowy,Rural,Meditation
100,7,Sunny,Rural,Meditation
79,7,Sunny,Suburban,Meditation
88,12,Rainy,Rural,Walk
95,12,Sunny,Rural,Reflection
98,5,Sunny,Suburban,Meditation
82,12,Cloudy,Urban,Public Interaction
50,8,Sunny,Urban,Public Interaction
69,10,Sunny,Rural,Meditation
108,13,Cloudy,Urban,Public Interaction
97,7,Sunny,Urban,Public Interaction
108,8,Sunny,Rural,Meditation
52,10,Sunny,Suburban,Meditation
56,10,Cloudy,Suburban,Meditation
104,8,Sunny,Rural,Meditation
72,8,Rainy,Rural,Walk
80,7,Rainy,Suburban,Walk
106,7,Rainy,Urban,Public Interaction
89,10,Cloudy,Suburban,Meditation
91,9,Sunny,Urban,Public Interaction
79,7,Snowy,Suburban,Meditation
87,11,Sunny,Urban,Public Interaction
65,13,Sunny,Rural,Meditation
92,12,Snowy,Suburban,Reflection
83,7,Sunny,Rural,Meditation
61,4,Sunny,Urban,Public Interaction
101,10,Sunny,Urban,Public Interaction
77,12,Sunny,Urban,Public Interaction
62,10,Snowy,Urban,Public Interaction
57,6,Sunny,Rural,Meditation
80,7,Sunny,Urban,Public Interaction
78,10,Sunny,Rural,Meditation
62,9,Sunny,Suburban,Meditation
55,4,Sunny,Suburban,Meditation
92,13,Cloudy,Rural,Reflection
66,4,Sunny,Urban,Public Interaction
64,7,Sunny,Suburban,Meditation
73,5,Sunny,Suburban,Meditation
78,10,Snowy,Suburban,Meditation
102,13,Snowy,Urban,Public Interaction
104,12,Cloudy,Urban,Public Interaction
50,5,Sunny,Rural,Meditation
66,8,Sunny,Rural,Meditation
77,11,Cloudy,Urban,Public Interaction
53,11,Sunny,Suburban,Meditation
60,5,Sunny,Suburban,Meditation
84,12,Cloudy,Suburban,Meditation
108,12,Sunny,Rural,Reflection
75,5,Sunny,Rural,Meditation
94,9,Sunny,Urban,Public Interaction
57,7,Sunny,Rural,Meditation
55,5,Snowy,Rural,Meditation
69,9,Sunny,Urban,Public Interaction
64,7,Rainy,Urban,Public Interaction
51,9,Rainy,Suburban,Walk
107,9,Snowy,Urban,Public Interaction
85,13,Snowy,Rural,Meditation
53,12,Snowy,Suburban,Meditation
97,5,Sunny,Urban,Public Interaction
108,10,Cloudy,Urban,Public Interaction
86,10,Sunny,Rural,Meditation
98,8,Rainy,Urban,Public Interaction
109,11,Rainy,Suburban,Walk
85,12,Rainy,Rural,Walk
79,8,Cloudy,Suburban,Meditation
56,8,Cloudy,Rural,Meditation
101,11,Sunny,Rural,Reflection
86,10,Sunny,Urban,Public Interaction
81,4,Rainy,Rural,Walk
53,12,Sunny,Rural,Meditation
51,6,Sunny,Rural,Meditation
54,7,Sunny,Urban,Public Interaction
65,10,Sunny,Urban,Public Interaction
54,7,Sunny,Urban,Public Interaction
88,13,Snowy,Suburban,Meditation
88,7,Sunny,Urban,Public Interaction
59,4,Cloudy,Suburban,Meditation
56,6,Sunny,Suburban,Meditation
52,5,Cloudy,Urban,Public Interaction
71,5,Sunny,Rural,Meditation
57,4,Rainy,Suburban,Walk
50,7,Rainy,Suburban,Walk
58,9,Snowy,Rural,Meditation
62,13,Rainy,Suburban,Walk
68,8,Sunny,Suburban,Meditation
57,12,Sunny,Suburban,Meditation
108,7,Rainy,Suburban,Walk
72,10,Sunny,Rural,Meditation
93,6,Sunny,Suburban,Meditation
85,5,Sunny,Suburban,Meditation
50,4,Sunny,Urban,Public Interaction
64,9,Cloudy,Urban,Public Interaction
104,9,Sunny,Suburban,Meditation
71,12,Sunny,Urban,Public Interaction
65,12,Cloudy,Rural,Meditation
84,7,Cloudy,Suburban,Meditation
98,8,Cloudy,Rural,Meditation
58,10,Cloudy,Urban,Public Interaction
51,13,Sunny,Urban,Public Interaction
80,8,Sunny,Rural,Meditation
64,10,Snowy,Rural,Meditation
95,11,Sunny,Suburban,Reflection
78,13,Sunny,Suburban,Meditation
66,7,Rainy,Urban,Public Interaction
109,5,Rainy,Urban,Public Interaction
55,4,Rainy,Urban,Public Interaction
106,13,Rainy,Urban,Public Interaction
100,5,Cloudy,Urban,Public Interaction
56,4,Sunny,Urban,Public Interaction
52,11,Cloudy,Suburban,Meditation
65,8,Sunny,Rural,Meditation
102,9,Snowy,Suburban,Meditation
63,7,Sunny,Rural,Meditation
106,10,Cloudy,Rural,Meditation
52,5,Sunny,Suburban,Meditation
87,5,Sunny,Urban,Public Interaction
94,12,Rainy,Urban,Public Interaction
68,7,Sunny,Urban,Public Interaction
66,4,Sunny,Rural,Meditation
95,11,Snowy,Rural,Reflection
102,6,Cloudy,Urban,Public Interaction
98,10,Cloudy,Suburban,Meditation
96,13,Sunny,Suburban,Reflection
83,8,Sunny,Suburban,Meditation
92,12,Sunny,Urban,Public Interaction
62,11,Sunny,Suburban,Meditation
109,7,Rainy,Urban,Public Interaction
51,5,Cloudy,Urban,Public Interaction
99,10,Cloudy,Suburban,Meditation
72,12,Snowy,Urban,Public Interaction
75,6,Sunny,Rural,Meditation
82,12,Snowy,Rural,Meditation
107,4,Rainy,Urban,Public Interaction
58,7,Sunny,Urban,Public Interaction
92,10,Cloudy,Suburban,Meditation
87,4,Cloudy,Urban,Public Interaction
62,8,Cloudy,Suburban,Meditation
60,5,Sunny,Rural,Meditation
90,12,Rainy,Suburban,Walk
50,6,Sunny,Suburban,Meditation
103,13,Sunny,Rural,Reflection
88,4,Rainy,Rural,Walk
61,5,Sunny,Urban,Public Interaction
106,11,Cloudy,Urban,Public Interaction
50,6,Rainy,Urban,Public Interaction
73,13,Sunny,Suburban,Meditation
95,7,Sunny,Suburban,Meditation
51,7,Rainy,Suburban,Walk
109,13,Sunny,Urban,Public Interaction
83,4,Sunny,Rural,Meditation
72,7,Cloudy,Suburban,Meditation
70,11,Cloudy,Rural,Meditation
102,6,Cloudy,Rural,Meditation
69,12,Sunny,Suburban,Meditation
74,13,Sunny,Suburban,Meditation
71,9,Sunny,Urban,Public Interaction
86,7,Cloudy,Rural,Meditation
69,12,Cloudy,Rural,Meditation
99,12,Rainy,Suburban,Walk
71,7,Cloudy,Suburban,Meditation
109,4,Cloudy,Suburban,Meditation
92,11,Cloudy,Rural,Reflection
102,12,Rainy,Rural,Walk
108,10,Cloudy,Rural,Meditation
74,11,Cloudy,Rural,Meditation
58,10,Sunny,Rural,Meditation
91,13,Rainy,Rural,Walk
77,11,Cloudy,Urban,Public Interaction
89,12,Rainy,Urban,Public Interaction
95,6,Sunny,Rural,Meditation
96,5,Sunny,Suburban,Meditation
90,8,Sunny,Urban,Public Interaction
57,6,Rainy,Rural,Walk
104,12,Sunny,Rural,Reflection
84,8,Sunny,Rural,Meditation
71,5,Rainy,Suburban,Walk
79,4,Sunny,Urban,Public Interaction
69,13,Sunny,Urban,Public Interaction
88,7,Sunny,Urban,Public Interaction
103,10,Cloudy,Urban,Public Interaction
86,11,Sunny,Rural,Meditation
50,10,Rainy,Rural,Walk
77,9,Cloudy,Urban,Public Interaction
89,9,Snowy,Suburban,Meditation
52,6,Sunny,Rural,Meditation
93,12,Rainy,Rural,Walk
56,4,Snowy,Rural,Meditation
86,13,Rainy,Rural,Walk
97,13,Snowy,Suburban,Reflection
88,9,Sunny,Suburban,Meditation
98,9,Rainy,Rural,Walk
71,4,Cloudy,Suburban,Meditation
88,4,Rainy,Rural,Walk
95,8,Sunny,Urban,Public Interaction
100,12,Cloudy,Urban,Public Interaction
65,11,Snowy,Rural,Meditation
88,6,Cloudy,Urban,Public Interaction
61,13,Sunny,Urban,Public Interaction
106,11,Sunny,Urban,Public Interaction
78,8,Snowy,Suburban,Meditation
107,11,Rainy,Urban,Public Interaction
80,13,Rainy,Rural,Walk
52,9,Sunny,Suburban,Meditation
61,10,Rainy,Urban,Public Interaction
76,12,Cloudy,Rural,Meditation
51,4,Cloudy,Suburban,Meditation
84,12,Sunny,Rural,Meditation
76,9,Rainy,Rural,Walk
102,7,Rainy,Suburban,Walk
81,12,Sunny,Rural,Meditation
104,12,Sunny,Urban,Public Interaction
89,11,Sunny,Suburban,Meditation
61,11,Sunny,Urban,Public Interaction
73,8,Sunny,Suburban,Meditation
90,10,Rainy,Urban,Public Interaction
52,4,Rainy,Urban,Public Interaction
70,8,Snowy,Urban,Public Interaction
56,9,Rainy,Urban,Public Interaction
74,7,Sunny,Rural,Meditation
71,4,Sunny,Rural,Meditation
81,11,Sunny,Rural,Meditation
83,10,Cloudy,Rural,Meditation
57,12,Sunny,Urban,Public Interaction
74,13,Sunny,Suburban,Meditation
99,5,Sunny,Suburban,Meditation
109,11,Sunny,Suburban,Reflection
84,5,Sunny,Rural,Meditation
56,10,Sunny,Rural,Meditation
108,5,Sunny,Rural,Meditation
108,7,Snowy,Rural,Meditation
68,10,Cloudy,Suburban,Meditation
83,10,Sunny,Rural,Meditation
101,4,Sunny,Suburban,Meditation
61,9,Rainy,Urban,Public Interaction
67,4,Cloudy,Rural,Meditation
55,12,Rainy,Suburban,Walk
69,5,Cloudy,Suburban,Meditation
85,4,Rainy,Suburban,Walk
89,13,Snowy,Rural,Meditation
76,12,Sunny,Suburban,Meditation
53,5,Rainy,Suburban,Walk
87,13,Cloudy,Suburban,Meditation
74,6,Rainy,Urban,Public Interaction
55,11,Rainy,Urban,Public Interaction
77,11,Rainy,Suburban,Walk
67,5,Snowy,Rural,Meditation
97,6,Sunny,Suburban,Meditation
62,4,Sunny,Urban,Public Interaction
105,11,Cloudy,Urban,Public Interaction
102,12,Sunny,Urban,Public Interaction
77,9,Snowy,Urban,Public Interaction
101,9,Snowy,Suburban,Meditation
82,12,Sunny,Rural,Meditation
86,8,Sunny,Urban,Public Interaction
57,6,Cloudy,Rural,Meditation
88,6,Sunny,Urban,Public Interaction
81,13,Rainy,Suburban,Walk
57,4,Rainy,Suburban,Walk
74,7,Sunny,Suburban,Meditation
109,5,Sunny,Suburban,Meditation
63,7,Sunny,Rural,Meditation
63,8,Sunny,Rural,Meditation
67,10,Sunny,Suburban,Meditation
67,12,Sunny,Suburban,Meditation
64,5,Sunny,Suburban,Meditation
60,6,Sunny,Urban,Public Interaction
81,5,Sunny,Rural,Meditation
83,10,Sunny,Rural,Meditation
60,6,Sunny,Urban,Public Interaction
52,13,Sunny,Rural,Meditation
81,6,Sunny,Rural,Meditation
105,8,Sunny,Suburban,Meditation
81,8,Rainy,Urban,Public Interaction
79,13,Sunny,Suburban,Meditation
102,8,Sunny,Urban,Public Interaction
82,4,Snowy,Suburban,Meditation
92,12,Cloudy,Suburban,Reflection
107,9,Cloudy,Suburban,Meditation
109,10,Sunny,Urban,Public Interaction
109,9,Rainy,Suburban,Walk
92,13,Sunny,Rural,Reflection
58,13,Cloudy,Suburban,Meditation
98,13,Cloudy,Suburban,Reflection
94,6,Sunny,Rural,Meditation
84,5,Rainy,Urban,Public Interaction
98,6,Sunny,Rural,Meditation
103,12,Sunny,Rural,Reflection
73,6,Rainy,Rural,Walk
50,7,Sunny,Rural,Meditation
98,10,Sunny,Suburban,Meditation
85,7,Snowy,Suburban,Meditation
99,11,Sunny,Urban,Public Interaction
102,4,Rainy,Suburban,Walk
55,4,Rainy,Rural,Walk
78,9,Sunny,Suburban,Meditation
101,7,Rainy,Suburban,Walk
87,4,Snowy,Rural,Meditation
97,6,Snowy,Urban,Public Interaction
80,6,Rainy,Urban,Public Interaction
89,10,Cloudy,Urban,Public Interaction
101,12,Cloudy,Urban,Public Interaction
50,12,Sunny,Rural,Meditation
73,7,Sunny,Rural,Meditation
75,7,Cloudy,Suburban,Meditation
58,8,Sunny,Suburban,Meditation
97,13,Sunny,Rural,Reflection
70,4,Rainy,Urban,Public Interaction
78,12,Cloudy,Urban,Public Interaction
53,12,Sunny,Urban,Public Interaction
53,10,Sunny,Urban,Public Interaction
91,11,Rainy,Suburban,Walk
83,11,Snowy,Urban,Public Interaction
98,8,Sunny,Rural,Meditation
67,4,Sunny,Suburban,Meditation
52,4,Sunny,Suburban,Meditation
56,10,Sunny,Urban,Public Interaction
59,7,Sunny,Rural,Meditation
89,12,Sunny,Suburban,Meditation
88,4,Sunny,Urban,Public Interaction
89,11,Rainy,Rural,Walk
95,12,Cloudy,Rural,Reflection
79,7,Sunny,Urban,Public Interaction
77,11,Snowy,Urban,Public Interaction
87,6,Sunny,Suburban,Meditation
55,10,Snowy,Urban,Public Interaction
62,13,Snowy,Rural,Meditation
65,9,Snowy,Rural,Meditation
108,6,Cloudy,Suburban,Meditation
92,8,Sunny,Rural,Meditation
98,8,Sunny,Suburban,Meditation
60,11,Sunny,Rural,Meditation
88,5,Rainy,Urban,Public Interaction
90,10,Rainy,Suburban,Walk
87,11,Sunny,Rural,Meditation
105,8,Sunny,Suburban,Meditation
97,4,Sunny,Urban,Public Interaction
53,8,Cloudy,Urban,Public Interaction
61,5,Sunny,Urban,Public Interaction
66,9,Sunny,Rural,Meditation
60,10,Sunny,Suburban,Meditation
79,13,Cloudy,Rural,Meditation
55,8,Sunny,Suburban,Meditation
90,4,Rainy,Suburban,Walk
101,9,Cloudy,Urban,Public Interaction
92,8,Cloudy,Urban,Public Interaction
82,8,Cloudy,Suburban,Meditation
68,4,Rainy,Urban,Public Interaction
72,4,Snowy,Urban,Public Interaction
68,10,Cloudy,Urban,Public Interaction
97,5,Rainy,Suburban,Walk
100,12,Snowy,Rural,Reflection
101,13,Cloudy,Suburban,Reflection
50,12,Sunny,Rural,Meditation
53,10,Rainy,Suburban,Walk
51,5,Sunny,Rural,Meditation
102,5,Rainy,Rural,Walk
80,10,Rainy,Suburban,Walk
106,10,Sunny,Rural,Meditation
57,13,Rainy,Suburban,Walk
73,13,Sunny,Urban,Public Interaction
100,7,Sunny,Urban,Public Interaction
83,9,Cloudy,Rural,Meditation
75,11,Rainy,Suburban,Walk
66,12,Sunny,Urban,Public Interaction
96,9,Snowy,Suburban,Meditation
92,6,Sunny,Suburban,Meditation
69,7,Rainy,Urban,Public Interaction
83,5,Cloudy,Suburban,Meditation
92,7,Sunny,Urban,Public Interaction
51,8,Sunny,Suburban,Meditation
108,12,Cloudy,Urban,Public Interaction
76,6,Cloudy,Urban,Public Interaction
100,5,Sunny,Rural,Meditation
67,11,Sunny,Urban,Public Interaction
86,4,Sunny,Suburban,Meditation
83,13,Sunny,Urban,Public Interaction
60,13,Sunny,Rural,Meditation
60,12,Rainy,Rural,Walk
109,5,Cloudy,Suburban,Meditation
62,6,Sunny,Suburban,Meditation
64,13,Sunny,Rural,Meditation
71,4,Sunny,Suburban,Meditation
89,8,Cloudy,Suburban,Meditation
85,5,Rainy,Rural,Walk
70,6,Sunny,Urban,Public Interaction
76,8,Snowy,Urban,Public Interaction
60,9,Sunny,Urban,Public Interaction
86,7,Rainy,Rural,Walk
70,5,Cloudy,Urban,Public Interaction
73,5,Cloudy,Suburban,Meditation
84,5,Sunny,Urban,Public Interaction
97,7,Cloudy,Suburban,Meditation
75,12,Cloudy,Urban,Public Interaction
59,9,Snowy,Suburban,Meditation
75,10,Sunny,Suburban,Meditation
52,5,Cloudy,Rural,Meditation
62,5,Cloudy,Urban,Public Interaction
65,4,Sunny,Suburban,Meditation
99,4,Sunny,Rural,Meditation
92,8,Sunny,Suburban,Meditation
86,6,Sunny,Suburban,Meditation
88,10,Cloudy,Urban,Public Interaction
93,12,Rainy,Urban,Public Interaction
75,7,Sunny,Urban,Public Interaction
95,10,Sunny,Suburban,Meditation
59,12,Cloudy,Suburban,Meditation
51,13,Cloudy,Urban,Public Interaction
84,10,Rainy,Suburban,Walk
85,6,Sunny,Suburban,Meditation
57,11,Snowy,Urban,Public Interaction
63,4,Sunny,Rural,Meditation
74,12,Rainy,Suburban,Walk
97,6,Sunny,Rural,Meditation
83,13,Cloudy,Suburban,Meditation
84,5,Rainy,Rural,Walk
99,6,Sunny,Rural,Meditation
107,8,Sunny,Urban,Public Interaction
53,10,Sunny,Suburban,Meditation
64,8,Sunny,Rural,Meditation
96,6,Sunny,Urban,Public Interaction
99,5,Snowy,Urban,Public Interaction
65,12,Sunny,Suburban,Meditation
100,13,Rainy,Rural,Walk
91,10,Sunny,Rural,Meditation
69,4,Cloudy,Urban,Public Interaction
78,5,Rainy,Rural,Walk
68,10,Sunny,Urban,Public Interaction
79,9,Sunny,Suburban,Meditation
53,13,Sunny,Urban,Public Interaction
52,7,Rainy,Suburban,Walk
107,6,Rainy,Suburban,Walk
65,5,Sunny,Urban,Public Interaction
108,5,Sunny,Urban,Public Interaction
75,6,Sunny,Suburban,Meditation
79,9,Sunny,Rural,Meditation
62,4,Cloudy,Urban,Public Interaction
52,6,Rainy,Rural,Walk
60,9,Sunny,Urban,Public Interaction
103,4,Sunny,Rural,Meditation
72,11,Sunny,Suburban,Meditation
64,6,Sunny,Suburban,Meditation
64,6,Sunny,Rural,Meditation
86,10,Sunny,Suburban,Meditation
83,9,Snowy,Rural,Meditation
89,8,Rainy,Rural,Walk
95,12,Sunny,Suburban,Reflection
78,9,Rainy,Rural,Walk
53,6,Sunny,Rural,Meditation
98,7,Cloudy,Suburban,Meditation
92,5,Rainy,Suburban,Walk
99,11,Cloudy,Urban,Public Interaction
50,6,Cloudy,Rural,Meditation
57,6,Sunny,Suburban,Meditation
66,4,Cloudy,Suburban,Meditation
96,9,Snowy,Urban,Public Interaction
85,12,Rainy,Suburban,Walk
52,8,Sunny,Suburban,Meditation
66,6,Rainy,Suburban,Walk
74,10,Rainy,Suburban,Walk
65,6,Rainy,Suburban,Walk
99,7,Sunny,Rural,Meditation
105,9,Sunny,Rural,Meditation
75,9,Sunny,Rural,Meditation
71,12,Rainy,Suburban,Walk
106,13,Sunny,Rural,Reflection
101,5,Sunny,Rural,Meditation
90,11,Sunny,Suburban,Meditation
98,13,Rainy,Urban,Public Interaction
74,8,Sunny,Rural,Meditation
85,10,Sunny,Rural,Meditation
102,6,Sunny,Urban,Public Interaction
97,5,Rainy,Urban,Public Interaction
82,13,Sunny,Suburban,Meditation
72,5,Sunny,Suburban,Meditation
106,10,Cloudy,Urban,Public Interaction
108,10,Cloudy,Suburban,Meditation
83,13,Rainy,Suburban,Walk
82,9,Cloudy,Urban,Public Interaction
95,11,Sunny,Rural,Reflection
87,11,Rainy,Urban,Public Interaction
65,9,Cloudy,Urban,Public Interaction
109,4,Sunny,Urban,Public Interaction
84,10,Sunny,Suburban,Meditation
97,10,Sunny,Rural,Meditation
100,12,Cloudy,Urban,Public Interaction
57,12,Rainy,Rural,Walk
81,7,Sunny,Suburban,Meditation
60,12,Sunny,Urban,Public Interaction
109,8,Cloudy,Suburban,Meditation
98,10,Sunny,Urban,Public Interaction
77,4,Cloudy,Urban,Public Interaction
56,11,Sunny,Rural,Meditation
89,11,Sunny,Urban,Public Interaction
82,7,Sunny,Suburban,Meditation
75,13,Rainy,Rural,Walk
57,6,Sunny,Urban,Public Interaction
62,8,Sunny,Urban,Public Interaction
107,9,Cloudy,Rural,Meditation
61,10,Cloudy,Suburban,Meditation
109,6,Rainy,Urban,Public Interaction
106,4,Snowy,Rural,Meditation
59,4,Sunny,Suburban,Meditation
86,10,Rainy,Suburban,Walk
106,8,Cloudy,Suburban,Meditation
69,10,Cloudy,Urban,Public Interaction
81,5,Sunny,Urban,Public Interaction
69,8,Rainy,Urban,Public Interaction
53,10,Cloudy,Rural,Meditation
51,11,Rainy,Suburban,Walk
99,7,Sunny,Suburban,Meditation
78,11,Rainy,Suburban,Walk
53,12,Rainy,Suburban,Walk
105,10,Sunny,Rural,Meditation
98,9,Cloudy,Urban,Public Interaction
55,11,Rainy,Urban,Public Interaction
75,7,Sunny,Urban,Public Interaction
63,9,Sunny,Rural,Meditation
70,4,Snowy,Urban,Public Interaction
97,4,Sunny,Urban,Public Interaction
97,7,Snowy,Suburban,Meditation
104,7,Cloudy,Urban,Public Interaction
85,4,Sunny,Rural,Meditation
103,5,Sunny,Rural,Meditation
80,10,Sunny,Suburban,Meditation
103,9,Cloudy,Urban,Public Interaction
104,4,Sunny,Suburban,Meditation
61,7,Cloudy,Suburban,Meditation
103,13,Cloudy,Urban,Public Interaction
80,6,Sunny,Rural,Meditation
78,10,Cloudy,Suburban,Meditation
58,7,Sunny,Urban,Public Interaction
